ID,Jahr,Betriebsteile,Vollbeschaeftigte,Lohnsumme_Mio,Anerkannte_Faelle,Faelle_Taggeld,Schwere_Unfaelle,Schwerste_Unfaelle,Invalidenrenten_UE,Invalidenrenten_80_UE,Todesfaelle_UE,Berufskrankheiten_BK,Invalidenrenten_BK,Todesfaelle_BK,Entschaedigte_Tage
86,2013,23145,197203,14785,12959,2328,199,29,6,1,1,504,0,1,86070
86,2014,23954,207623,15488,13500,2435,193,28,3,0,1,650,0,0,87682
86,2015,24616,213798,16239,13237,2427,205,27,10,0,0,173,0,1,90178
86,2016,25181,224515,17357,14945,2760,224,31,5,0,1,697,0,0,103204
86,2017,25652,238769,18444,15819,2946,260,33,4,1,0,699,1,0,105189
86,2018,26415,241614,18686,16169,3164,268,33,8,0,0,801,2,0,119762
86,2019,26848,251672,19748,16478,3144,304,39,9,1,2,711,0,0,121695
86,2020,27176,252353,20625,23432,6452,312,38,4,0,1,7867,0,0,167964
86,2021,27556,264876,21471,21100,9702,335,40,3,1,0,5495,1,1,222740
87,2012,3486,121124,7386,7455,2684,200,27,6,1,0,17,1,0,88890
87,2013,3315,123556,7582,7497,2799,224,29,9,0,2,20,0,0,90176
87,2014,3188,127147,7965,7920,2974,219,29,5,1,0,26,0,1,97279
87,2015,3073,131496,8208,8355,3020,205,30,9,1,1,18,0,0,98951
87,2016,2996,132884,8305,8502,3225,233,27,8,0,2,21,1,0,99577
87,2017,2897,133050,8345,8470,3329,235,28,3,0,0,23,0,0,100649
87,2018,2849,134467,8372,8628,3329,230,20,6,0,0,19,0,0,101716
87,2019,2797,138418,8575,8950,3460,270,30,4,1,0,65,1,0,111850
87,2020,2747,137173,8849,12860,5546,233,29,5,0,1,4281,0,0,140568
87,2021,2693,142130,9019,13444,9541,289,27,7,1,0,4236,0,2,200633
87,2012,3862,48742,2836,3116,1015,70,10,0,0,0,4,0,0,30996
88,2013,4006,50273,2950,3225,1084,92,10,2,0,0,7,0,0,36854
88,2014,4151,52494,3082,3199,1154,85,12,0,0,0,9,0,0,35149
88,2015,4422,57892,3368,3390,1172,74,8,5,1,0,7,0,0,33870
88,2016,4618,58470,3535,3584,1295,94,9,4,0,0,4,1,0,37386
88,2017,4849,61022,3724,3610,1387,97,11,2,0,0,8,0,0,41744
88,2018,5083,70073,4051,3812,1463,128,15,1,0,1,9,0,0,49592
88,2019,5208,71052,4191,3916,1460,107,18,1,0,0,10,0,0,46036
88,2020,5290,69495,4242,3549,1347,97,18,3,0,0,77,0,0,44930
88,2021,5319,76503,4426,3942,1546,128,14,2,2,0,60,0,0,51785
90,2012,3529,6545,494,636,209,29,2,0,0,0,4,0,1,10019
90,2013,3664,6441,490,556,178,18,4,0,0,0,3,0,0,8080
90,2014,3861,7352,510,612,179,28,2,1,0,0,1,1,0,9689
90,2015,3978,6922,506,537,165,27,3,0,0,0,1,0,0,8619
90,2016,4058,7017,513,552,173,14,3,0,0,0,14,0,0,8228
90,2017,4149,7437,530,618,187,17,1,0,0,0,5,0,0,8429
90,2018,4169,7560,547,557,170,19,2,2,0,0,3,0,0,7943
90,2019,4355,6397,560,574,179,22,3,0,0,0,5,0,0,10116
90,2020,4344,5778,567,352,122,13,3,0,0,0,2,1,0,6672
90,2021,4237,6152,577,442,147,19,1,1,0,0,3,0,0,5927
91,2012,538,3524,241,163,53,6,0,0,0,0,0,0,1,2218
91,2013,546,3627,250,197,69,12,3,1,0,0,1,0,0,5926
91,2014,534,3744,261,156,49,6,1,0,0,0,0,0,0,1843
91,2015,543,3707,265,187,65,7,0,0,0,0,1,0,0,2114
91,2016,544,3719,278,205,82,6,1,0,0,0,1,0,0,2563
91,2017,556,3729,288,163,57,6,0,0,0,0,3,0,0,1732
91,2018,580,3932,300,195,53,2,0,0,0,0,0,0,0,1368
91,2019,582,3092,308,213,73,4,0,0,0,0,0,0,0,1851
91,2020,581,3902,308,163,61,5,1,0,0,0,2,0,0,1868
91,2021,586,4109,312,185,68,4,0,0,0,0,1,0,0,1644
92,2012,49,2717,186,65,31,4,0,0,0,0,0,0,0,1996
92,2013,49,3070,210,101,46,2,2,0,0,0,0,0,0,2005
92,2014,48,2881,200,79,40,3,1,0,0,0,1,0,0,2076
92,2015,46,2851,199,78,38,3,2,0,0,0,0,0,0,1728
92,2016,41,2842,194,84,35,0,0,0,0,0,0,0,0,902
92,2017,42,2525,180,63,37,2,0,1,0,0,1,0,0,1620
92,2018,41,2515,182,85,38,2,0,0,0,0,0,0,0,890
92,2019,41,2623,186,74,33,4,0,0,0,0,0,0,0,1133
92,2020,44,2630,187,44,17,0,1,0,0,0,0,0,0,694
92,2021,52,2510,188,38,12,0,0,0,0,0,0,0,0,297
93,2012,4650,16667,1119,4517,1616,186,24,0,0,0,5,0,0,72870
93,2013,4856,18028,1183,4773,1775,203,17,0,0,0,5,0,0,74798
93,2014,5141,18827,1258,4726,1838,171,23,1,0,0,1,0,0,76755
93,2015,5449,20453,1309,4889,1833,212,21,1,0,0,23,0,0,82442
93,2016,5746,20786,1440,5046,2075,248,18,0,0,1,4,0,0,90270
93,2017,6094,22194,1475,5064,1940,243,29,6,0,0,6,0,0,91380
93,2018,6449,23796,1562,5343,2193,247,33,1,0,2,4,0,0,100587
93,2019,6795,24136,1716,5417,2140,235,23,1,0,0,4,0,0,94765
93,2020,6974,24608,1721,4282,1842,218,23,2,0,0,2,0,0,86234
93,2021,7078,25342,1742,5382,2151,241,29,3,1,0,5,0,0,96066
94,2012,8496,56537,3783,1803,578,52,8,0,0,3,11,0,1,24396
94,2013,8676,56685,3900,1821,583,67,11,5,1,2,8,0,0,26826
94,2014,8925,56058,4005,1799,588,73,8,3,1,1,9,0,0,28447
94,2015,9192,57273,4108,1827,607,65,9,1,0,0,9,0,0,25511
94,2016,9412,58935,4377,1930,642,52,7,3,0,1,11,0,0,25608
94,2017,9761,59504,4413,2012,671,67,8,4,0,0,12,0,0,27524
94,2018,9990,57844,4483,2110,676,62,8,1,0,1,16,0,1,25878
94,2019,10231,59172,4643,2160,760,75,9,2,0,2,15,1,1,28877
94,2020,10474,61942,4777,2140,736,74,8,1,1,0,283,0,1,30325
94,2021,10748,63614,4863,2180,972,82,13,0,0,1,218,0,2,32065
95,2012,773,2322,147,146,52,5,2,0,0,0,2,0,0,2418
95,2013,780,2401,151,140,63,8,2,1,0,0,3,0,1,2956
95,2014,795,2419,153,122,40,2,1,0,0,0,0,0,0,1818
95,2015,815,2471,159,128,53,5,0,2,1,0,1,0,0,2221
95,2016,809,2451,155,130,49,9,1,0,0,0,0,0,0,1914
95,2017,825,2452,163,140,62,6,0,0,0,0,0,0,0,2404
95,2018,820,2489,164,144,58,10,1,1,0,0,2,0,0,2983
95,2019,832,2515,168,149,47,6,2,1,0,0,0,0,0,2953
95,2020,830,2633,181,133,57,4,1,0,0,0,0,0,0,2587
95,2021,852,2721,185,161,67,3,1,1,0,0,1,0,0,2735
96,2012,7640,26371,1091,949,426,38,9,1,0,0,51,0,0,25097
96,2013,7847,28123,1118,980,446,43,11,2,0,1,57,0,0,23234
96,2014,8047,29051,1168,1072,468,44,11,2,0,0,65,0,0,26028
96,2015,8242,27922,1215,1043,494,57,8,4,0,0,50,0,0,28105
96,2016,8407,28126,1235,1065,489,50,6,1,0,0,50,0,0,26639
96,2017,8585,29812,1260,1057,479,51,10,0,0,0,39,0,0,25223
96,2018,8796,28739,1296,1068,522,48,8,0,0,0,24,0,0,26133
96,2019,9020,29934,1309,1139,542,81,11,0,0,0,51,0,0,27465
96,2020,9202,27745,1316,978,467,59,14,3,0,0,65,0,1,27688
96,2021,9494,27839,1354,1054,489,53,9,1,1,0,40,0,1,23880
97,2012,152753,26094,1197,714,269,53,9,0,0,0,0,0,0,19348
97,2013,158787,24675,1216,642,276,57,7,1,0,0,0,0,0,20144
97,2014,167363,28835,1256,656,251,54,13,0,0,1,1,0,0,23507
97,2015,172485,30634,1303,655,274,66,10,2,1,0,0,0,0,23397
97,2016,176894,28174,1338,684,258,50,13,1,0,1,2,0,0,21578
97,2017,179500,30046,1361,727,282,52,7,1,0,0,2,0,0,20834
97,2018,183132,32616,1393,715,287,53,10,2,0,0,1,0,0,23557
97,2019,185949,31410,1407,765,323,78,13,0,0,0,3,0,0,27746
97,2020,194958,35965,1487,764,345,62,20,1,0,2,1,0,0,28586
97,2021,194813,33274,1466,780,358,89,17,1,1,0,3,0,0,31517
98,2012,15,2,0,1,0,0,0,0,0,0,0,0,0,0
98,2013,14,1,0,0,0,0,0,0,0,0,0,0,0,0
98,2014,15,2,0,0,0,0,0,0,0,0,0,0,0,0
98,2015,16,2,0,0,0,0,0,0,0,0,0,0,0,0
98,2016,18,3,0,0,0,0,0,0,0,0,0,0,0,0
98,2017,24,5,0,0,0,0,0,0,0,0,0,0,0,0
98,2018,33,9,0,0,0,0,0,0,0,0,0,0,0,0
98,2019,42,11,1,1,0,0,0,0,0,0,0,0,0,0
98,2020,51,15,1,1,0,0,0,0,0,0,0,0,0,0
98,2021,54,18,1,0,0,0,0,0,0,0,0,0,0,0
99,2012,110,1672,134,29,11,2,1,0,0,0,0,0,0,988
99,2013,109,1773,141,18,8,2,0,0,0,0,0,0,0,625
99,2014,118,1964,147,21,6,0,0,0,0,0,0,0,0,81
99,2015,113,1844,151,17,2,0,0,0,0,0,2,0,0,45
99,2016,115,1862,158,29,4,0,0,0,0,0,1,0,0,138
99,2017,119,2265,164,27,5,1,0,0,0,0,0,0,0,118
99,2018,117,2357,172,37,8,1,0,0,0,0,2,0,0,302
99,2019,117,2560,188,33,10,1,0,0,0,0,0,0,0,230
99,2020,114,2556,191,19,10,1,0,0,0,0,0,0,0,320
99,2021,116,2672,199,30,9,0,0,0,0,0,0,0,0,198
